,Date,Type,Country,Activity,Sex,Fatal (Y/N),Year
3718,25-Dec-1963,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1963
3720,22-Dec-1963,Provoked,SOUTH AFRICA,Helping friend land hooked shark,M,N,1963
3721,21-Dec-1963,Provoked,AUSTRALIA,Fishing,M,N,1963
3722,20-Dec-1963,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1963
3723,20-Dec-1963,Unprovoked,SOUTH AFRICA,Splashing in surf,M,Y,1963
3724,08-Dec-1963,Unprovoked,AUSTRALIA,Spearfishing,M,N,1963
3731,14-Nov-1963,Provoked,AUSTRALIA,Catching sharks under government contract,M,N,1963
3732,12-Nov-1963,Provoked,USA,Testing anti-shark cage,M,N,1963
3735,16-Oct-1963,Unprovoked,USA,"Surf fishing, wading ",M,N,1963
3740,13-Sep-1963,Provoked,AUSTRALIA,Surfing,M,N,1963
3741,10-Sep-1963,Provoked,USA,"Spearfishing, pulled sharks tail",M,N,1963
3744,15-Jul-1963,Unprovoked,USA,Bathing,M,N,1963
3745,11-Jul-1963,Provoked,USA,"Fishing, on charter boat Silver Dollar",M,N,1963
3750,18-May-1963,Invalid,USA,Swimming,M,,1963
3752,22-Apr-1963,Provoked,AUSTRALIA,Fishing,M,N,1963
3753,20-Apr-1963,Unprovoked,USA,Swimming,M,Y,1963
3754,17-Apr-1963,Unprovoked,SOUTH AFRICA,Swimming,M,N,1963
3755,13-Apr-1963,Unprovoked,AUSTRALIA,"Surfing on ""chest board"" (boogie board?)",M,N,1963
3756,12-Apr-1963,Unprovoked,USA,Surfing ,M,N,1963
3757,08-Apr-1963,Invalid,USA,Washed into sea while picking opihi,M,,1963
3760,24-Feb-1963,Unprovoked,AUSTRALIA,Spearfishing,M,N,1963
3763,04-Feb-1963,Invalid,USA,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,,1963
3765,28-Jan-1963,Unprovoked,AUSTRALIA,Wading,F,Y,1963
3766,26-Jan-1963,Invalid,AUSTRALIA,Swimming,M,,1963
3769,12-Jan-1963,Provoked,SOUTH AFRICA,Fishing,M,N,1963
3770,11-Jan-1963,Unprovoked,SOUTH AFRICA,"Free diving, hunting crayfish",M,N,1963
3771,06-Jan-1963,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1963
3776,30-Dec-1962,Provoked,SOUTH AFRICA,Scuba diving,M,N,1962
3777,09-Dec-1962,Unprovoked,AUSTRALIA,Spearfishing,M,Y,1962
3779,29-Nov-1962,Unprovoked,AUSTRALIA,"Spearfishing, Scuba diving",M,N,1962
3780,25-Nov-1962,Invalid,AUSTRALIA,,M,,1962
3781,11-Nov-1962,Unprovoked,USA,Spearfishing / Scuba diving (at surface),M,N,1962
3784,28-Oct-1962,Unprovoked,SOUTH AFRICA,Spearfishing,M,N,1962
3787,14-Oct-1962,Boating,AUSTRALIA,Adrift after wave swamped engine,M,N,1962
3788,06-Oct-1962,Invalid,USA,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,,1962
3797,29-Aug-1962,Provoked,USA,Diving for abalone,M,N,1962
3800,19-Aug-1962,Unprovoked,USA,Surf fishing in waist-deep water,M,Y,1962
3801,12-Aug-1962,Unprovoked,USA,Standing,M,N,1962
3805,28-Jul-1962,Unprovoked,USA,Standing,M,N,1962
3807,19-Jul-1962,Provoked,USA,Fishing for albacore,M,N,1962
3808,10-Jul-1962,Unprovoked,USA,Playing in surf with his child  (9),M,N,1962
3809,07-Jul-1962,Unprovoked,USA,Dived from inner-tube,M,N,1962
3811,25-Jun-1962,Invalid,USA,U.S. Airforce crewman reported missing after bailing out of jet,M,,1962
3813,17-Jun-1962,Unprovoked,USA,Rolled off raft,M,N,1962
3814,11-Jun-1962,Unprovoked,USA,Escaping from Alacatraz,M,N,1962
3815,11-Jun-1962,Unprovoked,USA,Escaping from Alacatraz,M,Y,1962
3818,10-Jun-1962,Unprovoked,USA,Standing,M,N,1962
3820,04-Jun-1962,Provoked,USA,"Scuba diving, attempting to catch a captive shark",M,N,1962
3821,03-Jun-1962,Unprovoked,USA,Free diving,M,N,1962
3822,29-May-1962,Unprovoked,USA,,M,N,1962
3827,07-Apr-1962,Unprovoked,SOUTH AFRICA,Wading,M,N,1962
3834,15-Feb-1962,Unprovoked,AUSTRALIA,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,N,1962
3835,07-Feb-1962,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1962
3836,05-Feb-1962,Unprovoked,SOUTH AFRICA,Treading water,M,Y,1962
3837,04-Feb-1962,Unprovoked,AUSTRALIA,Swimming,M,N,1962
3842,21-Jan-1962,Provoked,AUSTRALIA,Spearfishing,M,N,1962
3843,18-Jan-1962,Invalid,SOUTH AFRICA,"Fishing, slipped on rocks & fell into sea",M,,1962
3846,14-Jan-1962,Unprovoked,USA,Spearfishing / Scuba diving (at surface),M,N,1962
3848,14-Jan-1962,Unprovoked,AUSTRALIA,Surfing,M,N,1962
3853,08-Jan-1962,Invalid,AUSTRALIA,Swimming,M,,1962
3861,Ca. 1962,Unprovoked,AUSTRALIA,Diving,M,N,1962
3862,28-Dec-1961,Unprovoked,AUSTRALIA,Standing,F,Y,1961
3863,28-Dec-1961,Unprovoked,AUSTRALIA,Standing,M,N,1961
3864,28-Dec-1961,Unprovoked,SOUTH AFRICA,Treading water,M,N,1961
3865,27-Dec-1961,Provoked,AUSTRALIA,Spearfishing,M,N,1961
3868,18-Dec-1961,Unprovoked,AUSTRALIA,"Surfing, pushing board ashore",M,Y,1961
3869,13-Dec-1961,Unprovoked,AUSTRALIA,Swimming with other crew near wharf,M,N,1961
3872,09-Oct-1961,Invalid,USA,Swimming,M,,1961
3874,Oct-1961,Unprovoked,USA,,M,Y,1961
3875,26-Sep-1961,Provoked,USA,,M,N,1961
3882,20-Aug-1961,Unprovoked,USA,Swimming,M,N,1961
3883,16-Aug-1961,Unprovoked,USA,Wading,M,N,1961
3885,02-Aug-1961,Unprovoked,USA,"Net fishing, picking catch from the net",M,N,1961
3887,29-Jul-1961,Provoked,USA,Spearfishing,M,N,1961
3892,24-Jun-1961,Unprovoked,USA,Scuba diving & spearfishing ,M,Y,1961
3893,18-Jun-1961,Unprovoked,USA,Standing,M,N,1961
3894,06-Jun-1961,Boating,USA,Spearfishing on Scuba,M,N,1961
3897,21-May-1961,Unprovoked,USA,Free diving for abalone,M,N,1961
3899,15-May-1961,Unprovoked,USA,Walking in chest-deep water,M,N,1961
3900,07-May-1961,Provoked,AUSTRALIA,Spearfishing,M,N,1961
3901,30-Apr-1961,Invalid,USA,Splashing ,M,,1961
3902,25-Apr-1961,Provoked,AUSTRALIA,Spearfishing,M,N,1961
3904,17-Apr-1961,Provoked,SOUTH AFRICA,Diving,M,N,1961
3905,16-Apr-1961,Unprovoked,USA,Spearfishing,M,N,1961
3906,16-Apr-1961,Provoked,AUSTRALIA,Spearfishing,M,N,1961
3907,14-Apr-1961,Unprovoked,AUSTRALIA,"Checking fish traps, fell into the water",M,N,1961
3910,03-Apr-1961,Unprovoked,AUSTRALIA,Spearfishing,M,N,1961
3911,Apr-1961,Provoked,AUSTRALIA,Spearfishing,M,N,1961
3912,30-Mar-1961,Unprovoked,AUSTRALIA,Spearfishing,M,N,1961
3913,18-Mar-1961,Unprovoked,AUSTRALIA,Swimming,M,N,1961
3914,14-Mar-1961,Provoked,AUSTRALIA,Fishing from dinghy,F,N,1961
3915,12-Mar-1961,Unprovoked,AUSTRALIA,Spearfishing,M,N,1961
3917,07-Mar-1961,Provoked,SOUTH AFRICA,Fishing,M,N,1961
3919,17-Feb-1961,Provoked,USA,Cleaning a tank,M,N,1961
3920,17-Feb-1961,Unprovoked,AUSTRALIA,Standing,F,N,1961
3922,12-Feb-1961,Unprovoked,SOUTH AFRICA,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,N,1961
3923,01-Feb-1961,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1961
3924,01-Feb-1961,Unprovoked,AUSTRALIA,Collecting crayfish,M,N,1961
3925,Feb-1961,Invalid,USA,,M,,1961
3927,22-Jan-1961,Unprovoked,SOUTH AFRICA,Swimming,M,N,1961
3928,15-Jan-1961,Provoked,AUSTRALIA,Collecting aquarium specimens,M,N,1961
3929,06-Jan-1961,Unprovoked,SOUTH AFRICA,Standing,M,N,1961
3931,06-Jan-1961,Provoked,AUSTRALIA,Fishing,M,N,1961
3933,03-Jan-1961,Unprovoked,SOUTH AFRICA,Standing,M,N,1961
3941,27-Dec-1960,Unprovoked,USA,Swept out to sea while net fishing,M,Y,1960
3942,27-Dec-1960,Unprovoked,AUSTRALIA,,F,N,1960
3943,24-Dec-1960,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1960
3944,20-Dec-1960,Unprovoked,AUSTRALIA,"Fishing, when line became snagged on rock & he dived into water to free it ",M,N,1960
3945,01-Dec-1960,Unprovoked,AUSTRALIA,Fishing,M,N,1960
3946,27-Nov-1960,Unprovoked,AUSTRALIA,Swimming,M,N,1960
3947,22-Nov-1960,Invalid,USA,"Fell overboard, prop slashed arm",F,,1960
3948,11-Nov-1960,Provoked,AUSTRALIA,Chasing shark out of bathing area while riding on a surf-ski,M,N,1960
3949,06-Nov-1960,Unprovoked,AUSTRALIA,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,N,1960
3953,25-Oct-1960,Sea Disaster,USA,Ejected from F3H-2 aircraft ,M,N,1960
3955,01-Oct-1960,Invalid,AUSTRALIA,Fishing,M,,1960
3958,Oct-1960,Invalid,USA,Diving,M,,1960
3961,24-Sep-1960,Provoked,USA,Fishing inside net,M,N,1960
3966,30-Aug-1960,Unprovoked,USA,Swimming 3 miles offshore,M,N,1960
3968,25-Aug-1960,Invalid,USA,Aircraft crashed into sea,M,,1960
3969,24-Aug-1960,Unprovoked,USA,Free diving,M,N,1960
3971,22-Aug-1960,Unprovoked,USA,,M,N,1960
3972,21-Aug-1960,Unprovoked,USA,Standing in knee-deep water,M,N,1960
3974,10-Aug-1960,Provoked,USA,Holding shark on leader & dangling it above the water,M,N,1960
3976,04-Aug-1960,Unprovoked,USA,"Fishing, Struck by another shark when removing shark from line",M,N,1960
3977,Aug-1960,Unprovoked,USA,Swimming from camp,M,Y,1960
3979,05-Jul-1960,Unprovoked,USA,Pulling raft out to ride to shore,M,N,1960
3980,03-Jul-1960,Provoked,USA,"Fishing, tossing netted shark onboard",M,N,1960
3982,29-Jun-1960,Provoked,USA,Surf fishing,M,N,1960
3985,24-Jun-1960,Unprovoked,USA,Scuba diving,M,N,1960
3986,07-Jun-1960,Invalid,USA,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,,1960
3988,04-Jun-1960,Unprovoked,USA,Swimming,M,N,1960
3991,19-May-1960,Unprovoked,USA,Swimming ,F,N,1960
3994,30-Apr-1960,Unprovoked,SOUTH AFRICA,Treading water,M,N,1960
3995,24-Apr-1960,Unprovoked,USA,Skindiving for abalone (but at surface),M,N,1960
3996,22-Apr-1960,Provoked,AUSTRALIA,"Fishing, hauling in a set line",M,N,1960
3997,20-Apr-1960,Provoked,SOUTH AFRICA,Fishing,M,N,1960
3999,12-Apr-1960,Unprovoked,AUSTRALIA,Surfing,M,N,1960
4000,10-Apr-1960,Provoked,AUSTRALIA,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,N,1960
4001,03-Apr-1960,Unprovoked,AUSTRALIA,Spearfishing,M,N,1960
4002,03-Apr-1960,Unprovoked,AUSTRALIA,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,N,1960
4007,31-Mar-1960,Unprovoked,USA,Treading water,M,N,1960
4009,29-Feb-1960,Unprovoked,AUSTRALIA,"Wading, fishing for flounder",M,N,1960
4011,27-Feb-1960,Invalid,USA,Spearfishing,M,,1960
4015,07-Feb-1960,Provoked,AUSTRALIA,Spearfishing,M,N,1960
4020,16-Jan-1960,Unprovoked,AUSTRALIA,Free diving,M,Y,1960
4021,13-Jan-1960,Provoked,AUSTRALIA,"Fishing, lifting shark out of craypot",M,N,1960
4023,01-Jan-1960,Provoked,SOUTH AFRICA,"Standing, watching seine netters",F,N,1960
4033,Ca. 1960,Unprovoked,SOUTH AFRICA,Wading,F,N,1960
4037,19-Dec-1959,Unprovoked,AUSTRALIA,Dived from dinghy to retrieve oar in heavy seas,M,Y,1959
4039,11-Dec-1959,Provoked,AUSTRALIA,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,N,1959
4040,07-Dec-1959,Invalid,AUSTRALIA,Spearfishing,M,,1959
4043,29-Nov-1959,Unprovoked,AUSTRALIA,Body surfing,M,N,1959
4044,28-Nov-1959,Unprovoked,AUSTRALIA,Standing in chest-deep water,M,N,1959
4045,22-Nov-1959,Unprovoked,AUSTRALIA,Trailing the field in a surf race,M,N,1959
4049,10-Nov-1959,Unprovoked,USA,Swimming at surface through school of feeding 2.5' to 5 sharks,M,N,1959
4050,09-Nov-1959,Provoked,AUSTRALIA,"Spearfishing, shot shark, hauled it onto boat",M,N,1959
4054,04-Oct-1959,Unprovoked,USA,Diving for abalone,M,N,1959
4059,26-Sep-1959,Sea Disaster,USA,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,N,1959
4063,02-Sep-1959,Invalid,USA,On inflatable raft,M,,1959
4066,30-Aug-1959,Invalid,AUSTRALIA,Swimming,M,,1959
4069,15-Aug-1959,Invalid,USA,Diving,M,,1959
4070,15-Aug-1959,Unprovoked,USA,Spearfishing on Scuba,M,Y,1959
4071,14-Aug-1959,Provoked,USA,Fishing,M,N,1959
4073,13-Aug-1959,Provoked,USA,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",M,N,1959
4076,10-Aug-1959,Unprovoked,USA,Standing,F,N,1959
4077,05-Aug-1959,Invalid,USA,Wading,M,,1959
4080,28-Jul-1959,Unprovoked,USA,Spearfishing (but on surface),M,N,1959
4084,23-Jul-1959,Provoked,USA,Dragging stranded shark ashore,M,N,1959
4086,02-Jul-1959,Provoked,USA,Free diving,M,N,1959
4091,14-Jun-1959,Unprovoked,USA,Free diving for abalone,M,Y,1959
4093,30-May-1959,Provoked,SOUTH AFRICA,Spearfishing,M,N,1959
4094,16-May-1959,Unprovoked,USA,,F,N,1959
4095,07-May-1959,Unprovoked,USA,Treading water,M,Y,1959
4096,03-May-1959,Unprovoked,USA,Spearfishing,M,N,1959
4098,27-Apr-1959,Invalid,AUSTRALIA,Spearfishing,M,,1959
4099,11-Apr-1959,Unprovoked,AUSTRALIA,Diving for pearl shell,M,N,1959
4100,09-Apr-1959,Unprovoked,USA,Fishing,M,N,1959
4101,09-Apr-1959,Unprovoked,SOUTH AFRICA,Fishing,M,N,1959
4102,05-Apr-1959,Unprovoked,AUSTRALIA,Spearfishing,M,N,1959
4103,29-Mar-1959,Unprovoked,USA,Swimming,M,N,1959
4105,Mar-1959,Boating,USA,"On boat, preparing to dive",M,N,1959
4106,28-Feb-1959,Boating,AUSTRALIA,Fishing for snapper,M,N,1959
4110,01-Feb-1959,Unprovoked,SOUTH AFRICA,Treading water,M,N,1959
4111,31-Jan-1959,Unprovoked,AUSTRALIA,Working prawn net,M,N,1959
4113,25-Jan-1959,Unprovoked,AUSTRALIA,Swimming with motor tube,M,N,1959
4114,17-Jan-1959,Unprovoked,AUSTRALIA,In deep water about 100 yards from his ship,M,Y,1959
4115,17-Jan-1959,Unprovoked,AUSTRALIA,"Surfing, but treading water",M,N,1959
4116,15-Jan-1959,Unprovoked,SOUTH AFRICA,Swimming,M,N,1959
4119,Jan-1959,Unprovoked,AUSTRALIA,Spearfishing / free diving,M,N,1959
4129,23-Dec-1958,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1958
4130,13-Dec-1958,Unprovoked,USA,Surfing on air mattress,M,Y,1958
4132,23-Nov-1958,Unprovoked,AUSTRALIA,Swimming,M,Y,1958
4133,14-Nov-1958,Invalid,SOUTH AFRICA,Fishing,M,,1958
4136,12-Oct-1958,Unprovoked,USA,Swimming near jetty,M,N,1958
4137,05-Oct-1958,Unprovoked,USA,,M,N,1958
4142,01-Sep-1958,Provoked,USA,Spearfishing,M,N,1958
4146,27-Jul-1958,Unprovoked,USA,"Swimming, ducking for shells in water 0.9 m deep",M,N,1958
4148,10-Jul-1958,Unprovoked,USA,,M,Y,1958
4152,02-Jul-1958,Provoked,USA,Free diving,M,N,1958
4155,Jul-1958,Unprovoked,USA,,M,N,1958
4156,26-Jun-1958,Provoked,USA,Wading,M,N,1958
4157,24-Jun-1958,Unprovoked,USA,Walking,M,N,1958
4158,17-Jun-1958,Provoked,USA,"Swimming, towing the shark",M,N,1958
4159,15-Jun-1958,Invalid,AUSTRALIA,Swimming,F,,1958
4160,02-Jun-1958,Invalid,SOUTH AFRICA,Spearfishing,M,,1958
4161,30-Apr-1958,Provoked,USA,Free diving,M,N,1958
4163,05-Apr-1958,Unprovoked,SOUTH AFRICA,Paddling in knee-deep water,F,Y,1958
4164,03-Apr-1958,Unprovoked,SOUTH AFRICA,Swimming with goggles,M,Y,1958
4166,19-Feb-1958,Invalid,AUSTRALIA,Spearfishing,M,,1958
4167,01-Feb-1958,Provoked,USA,Spearfishing on Scuba,M,N,1958
4168,27-Jan-1958,Unprovoked,AUSTRALIA,Spearfishing / swimming on surface,M,N,1958
4169,19-Jan-1958,Unprovoked,AUSTRALIA,Body surfing,M,N,1958
4171,09-Jan-1958,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1958
4180,1958,Unprovoked,SOUTH AFRICA,"Fishing, walking in river to cast",M,Y,1958
4181,31-Dec-1957,Unprovoked,AUSTRALIA,Spearfishing,M,N,1957
4182,30-Dec-1957,Unprovoked,SOUTH AFRICA,Standing,F,N,1957
4183,26-Dec-1957,Unprovoked,SOUTH AFRICA,Skindiving,M,N,1957
4184,23-Dec-1957,Unprovoked,SOUTH AFRICA,Floating,M,Y,1957
4185,20-Dec-1957,Unprovoked,SOUTH AFRICA,Standing,M,Y,1957
4186,18-Dec-1957,Unprovoked,SOUTH AFRICA,Body surfing,M,N,1957
4192,Aug-1957,Provoked,USA,Attempting to net shark in shark channel,M,N,1957
4193,24-Jul-1957,Provoked,USA,Spearfishing on Scuba,M,N,1957
4194,15-Jul-1957,Unprovoked,USA,Swimming,M,Y,1957
4195,09-Jul-1957,Unprovoked,AUSTRALIA,Diving for trochus,M,N,1957
4197,11-May-1957,Unprovoked,AUSTRALIA,Competing in spearfishing championship & towing dead fish,M,N,1957
4199,May 1957,Unprovoked,USA,3 men & 2 boys picked up wearing life jackets and with inner tube,M,N,1957
4200,28-Apr-1957,Unprovoked,USA,Swimming,M,Y,1957
4201,23-Apr-1957,Unprovoked,AUSTRALIA,Surfing,M,N,1957
4202,22-Apr-1957,Provoked,USA,Standing,M,N,1957
4203,13-Apr-1957,Unprovoked,AUSTRALIA,Swimming between  anchored  pearling luggers,M,N,1957
4207,05-Feb-1957,Unprovoked,USA,Floating,M,N,1957
4208,02-Feb-1957,Unprovoked,AUSTRALIA,,M,UNKNOWN,1957
4209,Feb-1957,Unprovoked,USA,Skindiving for specimens,M,N,1957
4210,05-Jan-1957,Unprovoked,SOUTH AFRICA,Wading,M,Y,1957
4216,1957,Unprovoked,USA,Helmet diving in Miami Seaquarium,M,N,1957
4226,27-Oct-1956,Unprovoked,SOUTH AFRICA,Free diving for sinkers,M,N,1956
4230,23-Sep-1956,Unprovoked,USA,Surf fishing,M,N,1956
4236,15-Aug-1956,Unprovoked,USA,Skin diving,M,Y,1956
4237,15-Aug-1956,Provoked,AUSTRALIA,Diving,M,N,1956
4238,15-Aug-1956,Unprovoked,USA,Swimming near pier,M,N,1956
4239,1-Aug-1956,Unprovoked,SOUTH AFRICA,Free diving for crayfish,M,N,1956
4245,28-Jul-1956,Provoked,USA,Floating in inner tube,M,Y,1956
4246,26-Jul-1956,Provoked,USA,Fishing,M,N,1956
4248,17-Jul-1956,Unprovoked,USA,Wading,F,N,1956
4249,12-Jul-1956,Unprovoked,USA,Swimming,M,N,1956
4250,28-Jun-1956,Unprovoked,AUSTRALIA,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",M,N,1956
4257,11-Mar-1956,Unprovoked,AUSTRALIA,Bathing,M,N,1956
4258,04-Mar-1956,Unprovoked,AUSTRALIA,"Swimming, attacked at  surf carnival",M,Y,1956
4259,Mar-1956,Unprovoked,AUSTRALIA,Attempting to set underwater endurance record,M,N,1956
4260,26-Feb-1956,Unprovoked,AUSTRALIA,Diving into water,M,Y,1956
4261,10-Feb-1956,Unprovoked,AUSTRALIA,Swimming,M,N,1956
4262,16-Jan-1956,Unprovoked,AUSTRALIA,Diving for trochus,M,N,1956
4264,05-Jan-1956,Unprovoked,AUSTRALIA,Surf skiing,M,N,1956
4268,1956,Provoked,USA,Removing shark from net ,M,N,1956
4269,1956,Unprovoked,USA,Swimming,F,UNKNOWN,1956
4277,16-Oct-1955,Provoked,AUSTRALIA,Spearfishing & lassoed shark,M,N,1955
4280,20-Sep-1955,Unprovoked,USA,Hunting turtle,M,N,1955
4281,04-Sep-1955,Unprovoked,USA,Swimming near breakwater,M,N,1955
4282,03-Sep-1955,Unprovoked,USA,,M,N,1955
4284,30-Aug-1955,Provoked,USA,Surfing,M,N,1955
4287,04-Aug-1955,Provoked,USA,Fishing,M,N,1955
4291,23-Jun-1955,Unprovoked,USA,Wading,M,N,1955
4294,08-May-1955,Provoked,USA,Spearfishing,M,N,1955
4298,Apr-1955,Unprovoked,USA,"Fishing from boat, Kaimamla",M,N,1955
4299,09-Mar-1955,Unprovoked,AUSTRALIA,Body surfing,M,Y,1955
4301,Mar-1955,Provoked,AUSTRALIA,"Competing in U/W endurance record, standing beside drum in 10' of water",M,N,1955
4302,10-Feb-1955,Unprovoked,USA,Scuba diving,M,N,1955
4303,06-Feb-1955,Unprovoked,USA,Spearfishing,M,N,1955
4304,05-Feb-1955,Unprovoked,AUSTRALIA,Swimming,M,Y,1955
4308,17-Jan-1955,Unprovoked,AUSTRALIA,Hunting lobsters in 2.4 m of water,M,Y,1955
4309,15-Jan-1955,Unprovoked,SOUTH AFRICA,Crossing the bay at the ford,M,Y,1955
4313,1955,Invalid,USA,Swimming,M,,1955
4317,11-Dec-1954,Unprovoked,AUSTRALIA,Swimming,M,Y,1954
4319,04-Dec-1954,Unprovoked,SOUTH AFRICA,Swimming,M,N,1954
4320,20-Nov-1954,Unprovoked,USA,Spearfishing,M,N,1954
4321,07-Oct-1954,Sea Disaster,USA,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",M,Y,1954
4325,21-Sep-1954,Unprovoked,USA,Swimming,M,N,1954
4327,04-Sep-1954,Unprovoked,AUSTRALIA,"Spearfishing, hunting crayfish",M,Y,1954
4339,29-Jun-1954,Provoked,USA,Grabbed shark & threw it on deck,M,N,1954
4340,27-Jun-1954,Unprovoked,AUSTRALIA,Pearl diving from lugger Whyalla,M,N,1954
4344,08-Apr-1954,Invalid,USA,Fishing from shore,M,,1954
4346,27-Feb-1954,Unprovoked,AUSTRALIA,Swimming,M,Y,1954
4347,30-Jan-1954,Unprovoked,AUSTRALIA,Swimming,M,N,1954
4348,22-Jan-1954,Unprovoked,AUSTRALIA,Spearfishing,M,N,1954
4354,1954,Unprovoked,USA,Fishing,M,N,1954
4358,30-Dec-1953,Unprovoked,SOUTH AFRICA,Swimming,F,N,1953
4359,22-Dec-1953,Unprovoked,SOUTH AFRICA,Swimming,M,N,1953
4360,13-Dec-1953,Unprovoked,AUSTRALIA,Swimming or wading out  to warn bathers that a shark had been seen,M,N,1953
4361,Dec-1953,Unprovoked,AUSTRALIA,Surf skiing,M,N,1953
4362,Oct-1953,Provoked,AUSTRALIA,,M,N,1953
4364,20-Sep-1953,Unprovoked,USA,Scuba diving,M,N,1953
4365,18-Sep-1953,Sea Disaster,USA,Aircaft exploded,M,N,1953
4366,03-Sep-1953,Unprovoked,USA,Surf fishing,M,N,1953
4367,02-Sep-1953,Unprovoked,USA,Crabbing,M,N,1953
4370,26-Jul-1953,Unprovoked,USA,Spearfishing,M,Y,1953
4371,16-Jul-1953,Provoked,USA,Fishing from market fishboat Sea Spray,M,N,1953
4372,15-Jul-1953,Unprovoked,USA,Standing,F,N,1953
4375,04-Jul-1953,Unprovoked,USA,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,M,N,1953
4377,Jun-1953,Provoked,AUSTRALIA,Landing hooked shark in boat,M,N,1953
4379,04-Apr-1953,Unprovoked,USA,Swimming,F,N,1953
4382,Mar-1953,Unprovoked,AUSTRALIA,Spearfishing,M,N,1953
4383,19-Mar-1953,Unprovoked,AUSTRALIA,Spearfishing,M,N,1953
4386,18-Feb-1953,Provoked,USA,Bitten while cutting shark from net,M,N,1953
4387,15-Feb-1953,Unprovoked,AUSTRALIA,Spearfishing,M,N,1953
4388,Feb-1953,Unprovoked,AUSTRALIA,Spearfishing,M,N,1953
4389,20-Jan-1953,Provoked,AUSTRALIA,Fishing,M,N,1953
4391,1953,Unprovoked,AUSTRALIA,Spearfishing,M,N,1953
4393,1953,Unprovoked,USA,Standing,F,N,1953
4394,24-Dec-1952,Unprovoked,AUSTRALIA,Lying prone on surfboard,M,N,1952
4395,21-Dec-1952,Unprovoked,AUSTRALIA,"Fishing, setting nets",M,N,1952
4398,03-Aug-1952,Unprovoked,USA,Swimming,M,Y,1952
4399,7-Dec-1952,Unprovoked,USA,Body surfing & treading water,M,Y,1952
4400,03-Dec-1952,Unprovoked,USA,Swimming from fishing boat setting nets,M,Y,1952
4402,06-Aug-1952,Invalid,SOUTH AFRICA,,M,,1952
4405,27-Jul-1952,Provoked,USA,Fishing,M,N,1952
4407,27-Jul-1952,Sea Disaster,USA,Boat exploded,M,Y,1952
4408,13-Jul-1952,Provoked,USA,Fishing,M,N,1952
4409,05-Jul-1952,Unprovoked,USA,"Spearfishing, carrying fish on spear",M,N,1952
4410,27-May-1952,Unprovoked,USA,Swimming on surface,M,N,1952
4411,07-May-1952,Unprovoked,AUSTRALIA,"Fishing, standing in water washing fish",M,N,1952
4417,07-Jan-1952,Unprovoked,AUSTRALIA,Surfing,M,N,1952
